box_score_id,game_id,player_id,team_id,pts,reb,ast,blk,stl,turnover,oreb,dreb,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,ft_pct,fta,ftm,min,pf
14481289,1038456,89,5,11,4,2,0,1,2,0,4,'0.5',6,3,'0.4285714',7,3,1,2,2,26,2
14481290,1038456,460,5,17,9,3,0,0,1,2,7,'0.3333333',3,1,'0.4444444',18,8,0,0,0,34,3
14481291,1038456,17895983,5,15,5,6,0,0,3,0,5,'0.333',6,2,'0.5',12,6,1,1,1,38,2
14481292,1038456,666956,5,22,3,2,0,0,2,0,3,'0.4',5,2,'0.5',14,7,1,6,6,38,2
14481293,1038456,56677874,5,6,4,1,0,0,0,0,4,'0.4',5,2,'0.286',7,2,NULL,0,0,16,2
14481294,1038456,87,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03,1
14481295,1038456,110,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14481296,1038456,137,5,9,10,0,1,1,3,3,7,NULL,0,0,'0.364',11,4,1,1,1,24,4
14481297,1038456,56677857,5,0,1,2,0,1,0,0,1,0,1,0,0,2,0,0,0,0,10,1
14481298,1038456,17896116,5,4,3,0,0,0,0,1,2,1,1,1,'0.5',2,1,'0.5',2,1,12,1
14481299,1038456,38017719,5,1,1,0,0,1,1,0,1,NULL,0,0,NULL,0,0,'0.5',2,1,2,0
14481300,1038456,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14481301,1038456,64268019,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14481302,1038456,907726640,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14481303,1038456,268,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14481304,1038456,56677860,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14481305,1038456,3547248,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14481306,1038456,112,17,3,3,0,0,2,0,0,3,'0.5',2,1,'0.5',2,1,0,0,0,24,3
14481307,1038456,15,17,46,16,6,1,1,1,5,11,'0.667',3,2,'0.727',22,16,'0.75',16,12,37,3
14481308,1038456,283,17,12,3,1,0,0,1,2,1,'0.5',8,4,'0.5',8,4,0,0,0,29,2
14481309,1038456,38,17,4,6,2,0,1,1,0,6,'0.1428571',7,1,'0.1428571',7,1,'0.5',2,1,27,0
14481310,1038456,278,17,16,3,7,0,0,3,0,3,'0.3',10,3,'0.222',18,4,1,5,5,33,2
14481311,1038456,2148,17,0,0,0,0,0,0,0,0,NULL,0,0,NULL,0,0,NULL,0,0,2,0
14481312,1038456,38017676,17,0,1,0,0,0,0,0,1,NULL,0,0,NULL,0,0,NULL,0,0,1,0
14481313,1038456,45,17,14,4,2,1,0,0,1,3,'0.4',5,2,'0.625',8,5,1,2,2,18,1
14481314,1038456,105,17,0,1,1,1,1,0,0,1,0,3,0,0,3,0,0,0,0,22,3
14481315,1038456,167,17,0,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,04,2
14481316,1038456,38017733,17,7,2,1,0,0,0,0,2,'0.5',2,1,'0.667',3,2,'0.667',3,2,9,1
14481317,1038456,56677852,17,0,0,1,0,0,0,0,0,NULL,0,0,NULL,0,0,NULL,0,0,2,0
14481318,1038456,377,17,11,9,1,1,2,0,3,6,'0.2',5,1,'0.308',13,4,'0.5',4,2,26,1
14481319,1038456,56677854,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14481320,1038456,315,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14481321,1038456,38017712,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14481322,1038456,38017691,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14481568,1038457,274,13,27,9,4,1,1,1,4,5,'0.25',8,2,'0.45',20,9,1,7,7,30,2
14481569,1038457,172,13,22,6,3,0,0,0,0,6,'0.3333333',6,2,'0.5333334',15,8,'0.8',5,4,30,1
14481570,1038457,439,13,9,8,1,0,0,0,0,8,1,1,1,'0.8',5,4,0,0,0,20,2
14481571,1038457,666743,13,12,3,0,0,0,0,1,2,0,0,0,'0.8571429',7,6,0,0,0,22,0
14481572,1038457,192,13,28,4,8,3,0,3,1,3,'0.6666667',9,6,'0.6923077',13,9,1,4,4,25,1
14481573,1038457,17896022,13,7,0,0,0,0,0,0,0,0,0,0,'0.75',4,3,'0.5',2,1,05,1
14481574,1038457,56677849,13,2,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,05,1
14481575,1038457,666511,13,10,0,3,0,1,0,0,0,1,1,1,1,4,4,'0.5',2,1,22,1
14481576,1038457,38017725,13,2,4,0,1,1,0,1,3,0,0,0,1,1,1,0,2,0,07,0
14481577,1038457,17896031,13,2,0,7,1,0,1,0,0,0,4,0,'0.1428571',7,1,0,0,0,17,0
14481578,1038457,371,13,4,10,1,1,1,2,1,9,0,0,0,'0.4',5,2,0,0,0,20,2
14481579,1038457,380,13,9,3,4,0,1,0,0,3,'0.3333333',3,1,'0.5',8,4,0,1,0,22,1
14481580,1038457,17896051,13,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,05,0
14481581,1038457,450,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14481582,1038457,472,13,6,0,1,0,0,0,0,0,0,0,0,'0.6666667',3,2,1,2,2,10,1
14481583,1038457,56677856,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14481584,1038457,24417679,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14481585,1038457,493,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14481586,1038457,3547242,30,14,5,5,0,0,2,0,5,'0.5',4,2,'0.3636364',11,4,'0.8',5,4,26,2
14481587,1038457,265,30,32,7,1,0,1,1,0,7,'0.7142857',7,5,'0.6842105',19,13,1,1,1,29,2
14481588,1038457,24,30,10,10,0,0,0,0,6,4,0,0,0,'0.5555556',9,5,0,0,0,28,2
14481589,1038457,414,30,8,1,0,0,1,1,0,1,'0.3333333',6,2,'0.3333333',6,2,1,2,2,17,2
14481590,1038457,249,30,2,0,9,0,1,1,0,0,0,4,0,'0.1428571',7,1,0,0,0,23,0
14481591,1038457,64267203,30,4,1,0,0,0,0,1,0,1,1,1,1,1,1,'0.5',2,1,07,0
14481592,1038457,18677954,30,8,2,7,0,1,1,1,1,0,1,0,'0.5',6,3,1,2,2,15,0
14481593,1038457,17896039,30,0,1,1,1,0,0,0,1,0,2,0,0,3,0,0,0,0,07,0
14481594,1038457,38017687,30,2,2,2,0,1,0,0,2,0,1,0,'0.25',4,1,0,0,0,24,1
14481595,1038457,3547302,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14481596,1038457,217,30,2,4,0,1,0,1,1,3,0,0,0,'0.3333333',3,1,0,0,0,07,0
14481597,1038457,17896045,30,9,2,0,1,0,0,0,2,'0.3333333',3,1,'0.5714286',7,4,0,1,0,23,2
14481598,1038457,17896106,30,8,0,0,0,0,1,0,0,0,1,0,'0.5714286',7,4,0,1,0,13,2
14481599,1038457,666848,30,16,4,4,0,0,1,0,4,'0.25',4,1,'0.4666667',15,7,1,1,1,21,4
14481600,1038457,38017704,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14481601,1038457,56677844,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14481602,1038457,17896071,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14482437,1038458,666679,3,23,5,1,0,1,1,1,4,'0.5714286',7,4,'0.5',12,6,1,7,7,31,2
14482438,1038458,158,3,11,4,5,0,1,1,2,2,'0.3333333',3,1,'0.7142857',7,5,0,0,0,35,2
14482439,1038458,666508,3,12,13,4,2,2,2,1,12,0,0,0,'0.6666667',9,6,0,2,0,34,2
14482440,1038458,61,3,38,5,2,1,2,2,2,3,'0.5',10,5,'0.5384616',26,14,1,5,5,39,2
14482441,1038458,409,3,14,2,8,2,0,2,0,2,'0.75',4,3,'0.308',13,4,'0.75',4,3,34,4
14482442,1038458,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02,0
14482443,1038458,17896038,3,6,5,1,2,0,0,3,2,0,0,0,'0.5',4,2,'0.5',4,2,14,1
14482444,1038458,421,3,3,6,6,1,0,0,1,5,'0.3333333',3,1,'0.1666667',6,1,0,0,0,21,2
14482445,1038458,17896048,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14482446,1038458,464,3,2,1,0,0,0,1,0,1,0,3,0,'0.1428571',7,1,0,0,0,11,1
14482447,1038458,17896058,3,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,02,0
14482448,1038458,56677722,3,3,4,1,0,0,0,2,2,'0.5',2,1,'0.3333333',3,1,0,0,0,17,3
14482449,1038458,56677843,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14482450,1038458,48248287,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14482451,1038458,17896041,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14482452,1038458,59421201,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14482453,1038458,417,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14482454,1038458,56677841,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14482455,1038458,3547256,1,23,3,2,0,0,0,1,2,'0.3333333',6,2,'0.5714286',14,8,1,5,5,35,2
14482456,1038458,17896040,1,7,9,1,0,0,1,2,7,0,4,0,'0.25',12,3,'0.5',2,1,35,1
14482457,1038458,83,1,11,10,2,0,1,1,5,5,0,0,0,'0.5714286',7,4,'0.75',4,3,24,2
14482458,1038458,53,1,13,6,1,0,1,4,2,4,'0.375',8,3,'0.3076923',13,4,1,2,2,35,1
14482459,1038458,334,1,20,6,11,1,2,2,0,6,'0.25',8,2,'0.4210526',19,8,'0.5',4,2,35,2
14482460,1038458,56677838,1,3,2,3,0,0,1,0,2,0,1,0,'0.2',5,1,'0.5',2,1,14,2
14482461,1038458,666564,1,10,4,1,3,0,0,2,2,0,0,0,'0.8',5,4,1,2,2,18,4
14482462,1038458,3547297,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02,0
14482463,1038458,666656,1,15,2,1,0,0,2,0,2,'0.6666667',6,4,'0.4545455',11,5,'0.5',2,1,29,3
14482464,1038458,666754,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13,2
14482465,1038458,301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14482466,1038458,3547244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14482467,1038458,38017689,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14482468,1038458,56677806,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14482469,1038458,4197387,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14482470,1038458,56677855,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14482471,1038458,490,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14482857,1038459,79,16,37,3,7,1,1,2,1,2,1,3,3,'0.632',19,12,'0.909',11,10,36,1
14482858,1038459,38017696,16,8,3,4,0,1,0,1,2,'0.4',5,2,'0.5',6,3,0,0,0,19,3
14482859,1038459,4,16,23,7,3,0,0,0,2,5,NULL,0,0,'0.667',15,10,'0.75',4,3,34,2
14482860,1038459,397,16,12,5,6,1,1,1,0,5,'0.2222222',9,2,'0.3846154',13,5,0,0,0,32,2
14482861,1038459,403,16,14,2,8,0,1,2,1,1,'0.333',3,1,'0.556',9,5,'0.75',4,3,33,2
14482862,1038459,74,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14482863,1038459,38017734,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14482899,1038459,666633,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14482900,1038459,3092,16,2,1,0,1,0,0,0,1,0,4,0,'0.2',5,1,0,0,0,18,1
14482901,1038459,56677785,16,12,4,1,0,1,1,2,2,'0.333',3,1,'0.5',10,5,'0.5',2,1,29,3
14482902,1038459,666747,16,18,5,4,3,0,0,0,5,'0.6666667',6,4,'0.5555556',9,5,1,4,4,23,2
14482903,1038459,39398582,16,0,4,0,0,1,0,1,3,0,1,0,0,2,0,0,0,0,14,4
14482904,1038459,38017736,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14482905,1038459,487,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14482906,1038459,285,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14482907,1038459,391,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14482908,1038459,19465585,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14482909,1038459,38017723,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14482910,1038459,297,29,25,4,6,1,2,1,2,2,'0.444',9,4,'0.333',15,5,'0.917',12,11,41,4
14482911,1038459,56677824,29,8,13,1,2,0,1,4,9,0,2,0,'0.571',7,4,NULL,0,0,29,3
14482912,1038459,101,29,18,6,3,1,0,1,2,4,'0.3333333',3,1,'0.6153846',13,8,'0.5',2,1,31,3
14482913,1038459,56677834,29,31,4,4,0,0,5,0,4,'0.429',14,6,'0.522',23,12,'0.5',2,1,43,0
14482914,1038459,413,29,18,1,5,0,0,0,0,1,0,1,0,'0.538',13,7,1,4,4,31,0
14482915,1038459,139,29,0,1,2,0,1,0,1,0,0,1,0,0,1,0,0,0,0,10,4
14482916,1038459,666650,29,7,8,3,1,0,0,1,7,'0.5',2,1,'0.1428571',7,1,1,4,4,20,4
14482917,1038459,3547260,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14482918,1038459,666881,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05,0
14482919,1038459,56677842,29,6,0,0,0,0,2,0,0,'0.6666667',3,2,'0.5',4,2,0,0,0,12,1
14482920,1038459,11891374,29,7,5,0,0,0,0,2,3,0,0,0,'0.75',4,3,'0.5',2,1,15,0
14482921,1038459,100,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14482922,1038459,38017630,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14482923,1038459,38017705,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14482924,1038459,376,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14482925,1038459,19465584,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14482926,1038459,17896042,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14483382,1038460,38017731,15,21,8,2,3,2,4,1,7,'0.571',7,4,'0.5',14,7,'0.75',4,3,38,4
14483383,1038460,17896067,15,21,8,3,1,0,3,2,6,'0.556',9,5,'0.467',15,7,'0.667',3,2,37,3
14483384,1038460,3547279,15,7,3,0,1,2,1,0,3,'0.5',2,1,'0.2727273',11,3,0,0,0,17,2
14483385,1038460,17896027,15,9,6,0,0,1,3,0,6,'0.2',5,1,'0.2857143',7,2,1,4,4,34,1
14483386,1038460,18678058,15,4,5,8,1,3,3,2,3,0,2,0,'0.333',6,2,0,2,0,30,2
14483387,1038460,17896050,15,7,1,1,1,2,1,0,1,'0.5',2,1,'0.6',5,3,0,0,0,18,3
14483388,1038460,56677830,15,17,6,1,0,2,4,2,4,'0.2',5,1,'0.267',15,4,'0.8',10,8,31,0
14483389,1038460,231,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14483390,1038460,254,15,5,2,5,0,1,1,0,2,'0.5',2,1,'0.5',2,1,1,2,2,28,1
14483391,1038460,666703,15,3,4,1,2,2,1,2,2,'0.25',4,1,'0.2',5,1,0,0,0,18,0
14483392,1038460,38017728,15,6,2,0,0,0,1,0,2,0,2,0,0,3,0,'0.75',8,6,14,1
14483393,1038460,470,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14483394,1038460,3547287,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14483395,1038460,666505,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14483396,1038460,64269023,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14483397,1038460,666786,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14483398,1038460,38017656,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14483399,1038460,401,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14483400,1038460,420,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14483401,1038460,56677850,25,15,7,1,1,1,1,3,4,'0.75',4,3,'0.5',10,5,'0.5',4,2,33,2
14483402,1038460,182,25,5,0,1,0,1,1,0,0,'0.25',4,1,'0.2',5,1,1,2,2,15,1
14483403,1038460,56783340,25,12,6,1,3,0,2,1,5,'0.25',4,1,'0.5555556',9,5,'0.25',4,1,24,4
14483404,1038460,56677791,25,2,5,2,0,0,1,0,5,0,3,0,'0.167',6,1,NULL,0,0,39,2
14483405,1038460,419,25,30,7,7,0,0,4,1,6,'0.444',9,4,'0.435',23,10,'0.857',7,6,45,1
14483406,1038460,17896094,25,10,3,0,0,1,3,2,1,0,2,0,'0.5',8,4,1,2,2,13,5
14483407,1038460,666476,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04,0
14483408,1038460,3547278,25,13,5,8,1,2,6,0,5,'0.5',4,2,'0.4444444',9,4,1,3,3,33,4
14483409,1038460,56677829,25,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,07,1
14483410,1038460,38017690,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14483411,1038460,666923,25,2,4,1,0,2,2,0,4,0,3,0,'0.2',5,1,0,0,0,19,2
14483412,1038460,38017711,25,18,12,2,0,1,2,5,7,0,1,0,'0.5',16,8,1,2,2,31,3
14483413,1038460,22,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14483414,1038460,39613724,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14483415,1038460,65,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14483416,1038460,56677747,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14483417,1038460,47957121,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14483418,1038460,476,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14483530,1038461,666609,14,23,3,2,0,0,0,0,3,'0.75',4,3,'0.6666667',15,10,0,0,0,35,2
14483531,1038461,237,14,26,4,9,0,3,3,0,4,'0.4',5,2,'0.6',20,12,0,2,0,37,1
14483532,1038461,117,14,17,11,2,3,0,0,2,9,0,0,0,'0.5384616',13,7,'0.75',4,3,37,3
14483533,1038461,17553995,14,19,2,14,0,0,2,0,2,'0.5',6,3,'0.583',12,7,1,2,2,37,1
14483534,1038461,405,14,17,3,3,0,0,0,0,3,'0.2857143',7,2,'0.4615385',13,6,1,3,3,29,1
14483535,1038461,38017697,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14483536,1038461,130,14,3,1,3,0,0,1,1,0,'0.3333333',3,1,'0.25',4,1,0,0,0,20,0
14483537,1038461,666626,14,4,4,0,1,1,0,1,3,0,0,0,'0.6666667',3,2,0,0,0,09,0
14483538,1038461,3547289,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14483539,1038461,383,14,2,1,0,0,0,0,0,1,0,2,0,'0.1666667',6,1,0,0,0,12,0
14483540,1038461,666860,14,3,2,0,0,1,1,2,0,'0.5',2,1,'0.3333333',3,1,0,0,0,19,1
14483541,1038461,56677738,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14483542,1038461,56677835,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14483543,1038461,56677836,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14483544,1038461,457,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14483545,1038461,1603383,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14483546,1038461,486,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14483547,1038461,375,8,25,10,4,1,1,1,0,10,1,5,5,1,10,10,NULL,0,0,37,0
14483548,1038461,177,8,18,9,5,0,1,1,5,4,'0.25',4,1,'0.5',16,8,1,1,1,35,2
14483549,1038461,246,8,35,10,7,1,0,3,2,8,'0.2',5,1,'0.64',25,16,1,2,2,39,1
14483550,1038461,38017709,8,2,5,2,2,1,2,1,4,0,1,0,'0.3333333',3,1,0,0,0,24,1
14483551,1038461,335,8,24,6,11,0,1,2,0,6,'0.2',5,1,'0.478',23,11,'0.5',2,1,38,2
14483552,1038461,215,8,13,2,3,0,1,0,0,2,'0.6',5,3,'0.714',7,5,NULL,0,0,31,0
14483553,1038461,17896103,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14483554,1038461,236,8,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11,1
14483555,1038461,250,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14483556,1038461,3547268,8,0,2,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,09,1
14483557,1038461,56677582,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14483558,1038461,56677776,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14483559,1038461,56677871,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14483560,1038461,38017721,8,7,2,0,3,0,0,1,1,0,1,0,'0.6',5,3,'0.5',2,1,16,0
14483561,1038461,81,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14483562,1038461,666489,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14483563,1038461,38017727,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14483564,1038461,17896007,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14483744,1038462,8,24,2,2,3,0,2,3,0,2,0,6,0,0,7,0,1,2,2,37,2
14483745,1038462,140,24,30,9,2,3,0,6,2,7,'0.25',4,1,'0.6315789',19,12,'0.625',8,5,39,1
14483746,1038462,349,24,7,10,5,1,1,1,1,9,0,0,0,'0.6',5,3,'0.5',2,1,17,1
14483747,1038462,37,24,7,2,2,0,0,2,1,1,1,1,1,'0.5',6,3,0,0,0,20,0
14483748,1038462,57,24,24,2,5,0,1,5,0,2,'0.5',4,2,'0.4117647',17,7,1,8,8,38,5
14483749,1038462,666451,24,5,5,0,1,0,0,2,3,'0.2',5,1,'0.25',8,2,0,0,0,11,2
14483750,1038462,147,24,2,2,1,0,0,1,0,2,0,0,0,'0.3333333',3,1,0,0,0,14,2
14483751,1038462,3547298,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,'0.5',2,1,06,1
14483752,1038462,3547253,24,0,0,0,0,0,0,0,0,NULL,0,0,0,1,0,NULL,0,0,1,0
14483753,1038462,351,24,20,10,2,1,1,0,1,9,'0.5',8,4,'0.538',13,7,1,2,2,27,2
14483754,1038462,356,24,7,3,2,0,1,1,1,2,0,1,0,'0.667',3,2,1,3,3,17,1
14483755,1038462,38017729,24,0,0,0,0,0,0,0,0,NULL,0,0,NULL,0,0,NULL,0,0,1,0
14483756,1038462,489,24,4,2,0,0,0,0,1,1,0,0,0,'0.6666667',3,2,0,0,0,09,0
14483757,1038462,3547095,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14483758,1038462,178,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14483759,1038462,272,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14483760,1038462,666729,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14483761,1038462,66,11,11,6,3,1,2,0,1,5,'0.333',6,2,'0.4',10,4,'0.5',2,1,33,2
14483762,1038462,38017684,11,14,5,1,1,1,0,1,4,'0.286',7,2,'0.455',11,5,'0.5',4,2,37,1
14483763,1038462,17896062,11,21,10,2,1,2,3,5,5,0,2,0,'0.429',21,9,'0.75',4,3,33,4
14483764,1038462,17895966,11,34,9,4,0,2,3,1,8,'0.5',12,6,'0.5217391',23,12,1,4,4,37,2
14483765,1038462,458,11,24,5,11,0,1,2,1,4,'0.545',11,6,'0.533',15,8,'0.667',3,2,42,3
14483766,1038462,75,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14483767,1038462,188,11,1,2,0,0,0,0,0,2,0,2,0,0,3,0,'0.5',2,1,10,2
14483768,1038462,213,11,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,06,3
14483769,1038462,19465326,11,0,2,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,10,0
14483770,1038462,296,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14483771,1038462,3547301,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14483772,1038462,56677825,11,9,5,3,0,4,0,2,3,0,0,0,'0.6',5,3,1,3,3,20,2
14483773,1038462,56677831,11,4,4,1,0,1,3,2,2,0,2,0,'0.1666667',6,1,'0.5',4,2,10,3
14483774,1038462,47738533,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14483775,1038462,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14483776,1038462,38017695,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14483777,1038462,3547281,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14483778,1038462,56677809,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14484916,1038463,3547258,7,7,6,1,0,1,2,2,4,'0.5',2,1,'0.5',6,3,0,0,0,19,0
14484917,1038463,666950,7,13,2,1,0,1,2,1,1,'0.1666667',6,1,'0.3333333',9,3,1,6,6,35,2
14484918,1038463,56677840,7,4,3,0,1,0,1,2,1,0,0,0,'0.6666667',3,2,0,0,0,18,5
14484919,1038463,228,7,22,5,4,0,1,4,0,5,'0.4285714',7,3,'0.4444444',18,8,1,3,3,38,0
14484920,1038463,132,7,38,11,10,0,1,7,2,9,'0.4444444',9,4,'0.5384616',26,14,1,6,6,40,2
14484921,1038463,151,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,'0.5',2,1,08,0
14484922,1038463,666577,7,0,4,0,0,2,0,1,3,0,0,0,0,1,0,0,0,0,13,3
