'box_score_id','game_id','player_id','reb','ast','blk','stl','turnover','oreb','dreb','fg3_pct','fg3a','fg3m','fg_pct','fga','fgm','ft_pct','fta','ftm','min','pf'
14432865,1038367,476,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14432866,1038367,3547259,18,0,2,0,1,0,0,2,0,0,3,0,0,7,0,0,0,0,24,0
14432867,1038367,447,18,13,5,1,0,1,3,2,3,'0.3333333',3,1,'0.2857143',7,2,1,8,8,19,3
14432868,1038367,176,18,16,15,1,1,0,1,6,9,NULL,0,0,'0.7',10,7,'0.5',4,2,37,3
14432869,1038367,3547238,18,41,4,2,1,2,2,0,4,'0.5',8,4,'0.593',27,16,1,5,5,34,1
14432870,1038367,104,18,7,4,6,3,2,2,1,3,'0.2',5,1,'0.286',7,2,1,2,2,26,2
14432871,1038367,666400,18,18,3,2,1,0,2,0,3,'0.833',6,5,'0.857',7,6,1,1,1,26,2
14432872,1038367,12,18,8,3,8,0,0,0,0,3,NULL,0,0,'0.333',3,1,1,6,6,22,0
14432873,1038367,17896056,18,5,1,0,0,0,0,1,0,'0.5',2,1,'0.5',2,1,1,2,2,4,2
14432874,1038367,666767,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,02,0
14432875,1038367,38017715,18,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,02,1
14432876,1038367,330,18,0,1,2,0,1,0,0,1,0,1,0,0,3,0,0,0,0,12,1
14432877,1038367,17895968,18,1,0,1,0,0,1,0,0,0,2,0,0,2,0,'0.5',2,1,4,0
14432878,1038367,667378,18,10,3,1,2,1,0,0,3,'0.333',3,1,'0.5',8,4,'0.5',2,1,13,2
14432879,1038367,56677851,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14432880,1038367,56677782,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
